"full_name","email","department","role","sentiment_score","match_score"
"Lucas Parker","lucas.parker.cand@public.local","sales","Account Executive","0.46","0.57"
"Mia Parker","mia.parker.cand@public.local","sales","Account Executive","0.09","0.79"
"Ethan Parker","ethan.parker.cand@public.local","sales","Account Executive","0.87","0.83"
"Amelia Parker","amelia.parker.cand@public.local","sales","Account Executive","0.1","0.87"
"James Parker","james.parker.cand@public.local","sales","Account Executive","0.91","1"
"Harper Parker","harper.parker.cand@public.local","sales","Account Executive","0.76","0.92"
"Benjamin Parker","benjamin.parker.cand@public.local","sales","Account Executive","0.74","1"
"Evelyn Parker","evelyn.parker.cand@public.local","sales","Account Executive","0.92","0.93"
"Elijah Parker","elijah.parker.cand@public.local","sales","Account Executive","0.76","0.87"
"Abigail Parker","abigail.parker.cand@public.local","sales","Account Executive","0.47","0.5"
"Daniel Parker","daniel.parker.cand@public.local","sales","Account Executive","0.73","0.99"
"Ella Parker","ella.parker.cand@public.local","sales","Account Executive","0.09","0.94"
"Aarav Reed","aarav.reed.cand@public.local","sales","Account Executive","0.91","0.92"
"Olivia Reed","olivia.reed.cand@public.local","sales","Account Executive","0.82","0.98"
"Noah Reed","noah.reed.cand@public.local","accounting","Business Associate","0.28","0.45"
"Emma Reed","emma.reed.cand@public.local","accounting","Business Associate","0.84","0.99"
"Liam Reed","liam.reed.cand@public.local","accounting","Business Associate","0.45","0.53"
"Sophia Reed","sophia.reed.cand@public.local","hr","HR Generalist","0.45","0.54"
"Mason Reed","mason.reed.cand@public.local","hr","HR Generalist","0.91","0.97"
"Isabella Reed","isabella.reed.cand@public.local","hr","HR Generalist","0.42","0.48"
"Lucas Reed","lucas.reed.cand@public.local","hr","HR Generalist","0.82","1"
"Mia Reed","mia.reed.cand@public.local","technical","Software Engineer","0.11","0.9"
"Ethan Reed","ethan.reed.cand@public.local","technical","Software Engineer","0.42","0.53"
"Amelia Reed","amelia.reed.cand@public.local","technical","Software Engineer","0.82","0.85"
"James Reed","james.reed.cand@public.local","technical","Software Engineer","0.09","0.96"
"Harper Reed","harper.reed.cand@public.local","technical","Software Engineer","0.1","0.94"
"Benjamin Reed","benjamin.reed.cand@public.local","technical","Software Engineer","0.86","1"
"Evelyn Reed","evelyn.reed.cand@public.local","technical","Software Engineer","0.4","0.46"
"Elijah Reed","elijah.reed.cand@public.local","technical","Software Engineer","0.45","0.46"
"Abigail Reed","abigail.reed.cand@public.local","technical","Software Engineer","0.42","0.51"
"Daniel Reed","daniel.reed.cand@public.local","technical","Software Engineer","0.74","0.92"
"Ella Reed","ella.reed.cand@public.local","technical","Software Engineer","0.55","0.6"
"Aarav Patel","aarav.patel.cand@public.local","support","Customer Support Specialist","0.37","0.45"
"Olivia Patel","olivia.patel.cand@public.local","support","Customer Support Specialist","0.41","0.52"
"Noah Patel","noah.patel.cand@public.local","support","Customer Support Specialist","0.89","0.65"
"Emma Patel","emma.patel.cand@public.local","support","Customer Support Specialist","0.41","0.57"
"Liam Patel","liam.patel.cand@public.local","support","Customer Support Specialist","0.44","0.51"
"Sophia Patel","sophia.patel.cand@public.local","support","Customer Support Specialist","0.87","0.84"
"Mason Patel","mason.patel.cand@public.local","support","Customer Support Specialist","0.1","0.84"
"Isabella Patel","isabella.patel.cand@public.local","support","Customer Support Specialist","0.41","0.47"
"Lucas Patel","lucas.patel.cand@public.local","support","Customer Support Specialist","0.11","0.85"
"Mia Patel","mia.patel.cand@public.local","support","Customer Support Specialist","0.43","0.53"
"Ethan Patel","ethan.patel.cand@public.local","support","Customer Support Specialist","0.77","0.9"
"Amelia Patel","amelia.patel.cand@public.local","technical","Software Engineer","0.41","0.52"
"James Patel","james.patel.cand@public.local","technical","Software Engineer","0.41","0.48"
"Harper Patel","harper.patel.cand@public.local","technical","Software Engineer","0.36","0.78"
"Benjamin Patel","benjamin.patel.cand@public.local","management","Operations Manager","0.77","1"
"Evelyn Patel","evelyn.patel.cand@public.local","IT","IT Specialist","0.81","0.98"
"Elijah Patel","elijah.patel.cand@public.local","IT","IT Specialist","0.39","0.54"
"Abigail Patel","abigail.patel.cand@public.local","IT","IT Specialist","0.09","0.94"
"Daniel Patel","daniel.patel.cand@public.local","IT","IT Specialist","0.44","0.46"
"Ella Patel","ella.patel.cand@public.local","IT","IT Specialist","0.1","0.84"
"Aarav Kim","aarav.kim.cand@public.local","product_mng","Product Analyst","0.36","0.48"
"Olivia Kim","olivia.kim.cand@public.local","product_mng","Product Analyst","0.81","0.92"
"Noah Kim","noah.kim.cand@public.local","product_mng","Product Analyst","0.81","0.9"
"Emma Kim","emma.kim.cand@public.local","product_mng","Product Analyst","0.85","0.98"
"Liam Kim","liam.kim.cand@public.local","IT","IT Specialist","0.1","0.87"
"Sophia Kim","sophia.kim.cand@public.local","RandD","Research Associate","0.37","0.54"
"Mason Kim","mason.kim.cand@public.local","RandD","Research Associate","0.09","0.97"
"Isabella Kim","isabella.kim.cand@public.local","RandD","Research Associate","0.44","0.53"
"Lucas Kim","lucas.kim.cand@public.local","RandD","Research Associate","0.86","0.93"
"Mia Kim","mia.kim.cand@public.local","RandD","Research Associate","0.77","1"
"Ethan Kim","ethan.kim.cand@public.local","marketing","Growth Marketing Specialist","0.41","0.48"
"Amelia Kim","amelia.kim.cand@public.local","sales","Account Executive","0.4","0.48"
"James Kim","james.kim.cand@public.local","accounting","Business Associate","0.43","0.49"
"Harper Kim","harper.kim.cand@public.local","support","Customer Support Specialist","0.43","0.5"
"Benjamin Kim","benjamin.kim.cand@public.local","technical","Software Engineer","0.8","0.53"
"Evelyn Kim","evelyn.kim.cand@public.local","management","Operations Manager","0.8","0.85"
"Elijah Kim","elijah.kim.cand@public.local","marketing","Growth Marketing Specialist","0.82","0.98"
"Abigail Kim","abigail.kim.cand@public.local","marketing","Growth Marketing Specialist","0.37","0.54"
"Daniel Kim","daniel.kim.cand@public.local","marketing","Growth Marketing Specialist","0.37","0.48"
"Ella Kim","ella.kim.cand@public.local","sales","Account Executive","0.09","0.95"
"Aarav Brooks","aarav.brooks.cand@public.local","sales","Account Executive","0.9","0.92"
"Olivia Brooks","olivia.brooks.cand@public.local","sales","Account Executive","0.41","0.52"
"Noah Brooks","noah.brooks.cand@public.local","sales","Account Executive","0.1","0.85"
"Emma Brooks","emma.brooks.cand@public.local","sales","Account Executive","0.44","0.53"
"Liam Brooks","liam.brooks.cand@public.local","sales","Account Executive","0.89","0.85"
"Sophia Brooks","sophia.brooks.cand@public.local","sales","Account Executive","0.42","0.56"
"Mason Brooks","mason.brooks.cand@public.local","sales","Account Executive","0.87","1"
"Isabella Brooks","isabella.brooks.cand@public.local","sales","Account Executive","0.45","0.57"
"Lucas Brooks","lucas.brooks.cand@public.local","sales","Account Executive","0.11","0.87"
"Mia Brooks","mia.brooks.cand@public.local","sales","Account Executive","0.09","0.79"
"Ethan Brooks","ethan.brooks.cand@public.local","sales","Account Executive","0.76","0.83"
"Amelia Brooks","amelia.brooks.cand@public.local","sales","Account Executive","0.11","0.96"
"James Brooks","james.brooks.cand@public.local","sales","Account Executive","0.37","0.49"
"Harper Brooks","harper.brooks.cand@public.local","sales","Account Executive","0.1","0.79"
"Benjamin Brooks","benjamin.brooks.cand@public.local","sales","Account Executive","0.77","0.87"
"Evelyn Brooks","evelyn.brooks.cand@public.local","sales","Account Executive","0.42","0.54"
"Elijah Brooks","elijah.brooks.cand@public.local","sales","Account Executive","0.38","0.52"
"Abigail Brooks","abigail.brooks.cand@public.local","sales","Account Executive","0.32","0.95"
"Daniel Brooks","daniel.brooks.cand@public.local","accounting","Business Associate","0.38","0.49"
"Ella Brooks","ella.brooks.cand@public.local","accounting","Business Associate","0.19","1"
"Aarav Diaz","aarav.diaz.cand@public.local","accounting","Business Associate","0.1","0.83"
"Olivia Diaz","olivia.diaz.cand@public.local","hr","HR Generalist","0.76","0.88"
"Noah Diaz","noah.diaz.cand@public.local","hr","HR Generalist","0.53","0.56"
"Emma Diaz","emma.diaz.cand@public.local","hr","HR Generalist","0.39","0.51"
"Liam Diaz","liam.diaz.cand@public.local","hr","HR Generalist","0.11","0.83"
"Sophia Diaz","sophia.diaz.cand@public.local","technical","Software Engineer","0.1","0.94"
"Mason Diaz","mason.diaz.cand@public.local","technical","Software Engineer","0.84","1"
"Isabella Diaz","isabella.diaz.cand@public.local","technical","Software Engineer","0.82","0.99"
"Lucas Diaz","lucas.diaz.cand@public.local","technical","Software Engineer","0.1","0.82"
"Mia Diaz","mia.diaz.cand@public.local","technical","Software Engineer","0.59","0.49"
"Ethan Diaz","ethan.diaz.cand@public.local","technical","Software Engineer","0.44","0.48"
"Amelia Diaz","amelia.diaz.cand@public.local","technical","Software Engineer","0.89","0.95"
"James Diaz","james.diaz.cand@public.local","technical","Software Engineer","0.91","0.84"
"Harper Diaz","harper.diaz.cand@public.local","technical","Software Engineer","0.66","0.57"
"Benjamin Diaz","benjamin.diaz.cand@public.local","technical","Software Engineer","0.11","0.87"
"Evelyn Diaz","evelyn.diaz.cand@public.local","technical","Software Engineer","0.43","0.51"
"Elijah Diaz","elijah.diaz.cand@public.local","support","Customer Support Specialist","0.78","0.83"
"Abigail Diaz","abigail.diaz.cand@public.local","support","Customer Support Specialist","0.11","0.97"
"Daniel Diaz","daniel.diaz.cand@public.local","support","Customer Support Specialist","0.83","0.98"
"Ella Diaz","ella.diaz.cand@public.local","support","Customer Support Specialist","0.39","0.54"
"Aarav Singh","aarav.singh.cand@public.local","support","Customer Support Specialist","0.38","0.55"
"Olivia Singh","olivia.singh.cand@public.local","support","Customer Support Specialist","0.37","0.57"
"Noah Singh","noah.singh.cand@public.local","support","Customer Support Specialist","0.44","0.48"
"Emma Singh","emma.singh.cand@public.local","support","Customer Support Specialist","0.53","0.85"
"Liam Singh","liam.singh.cand@public.local","support","Customer Support Specialist","0.09","0.96"
"Sophia Singh","sophia.singh.cand@public.local","support","Customer Support Specialist","0.11","0.89"
"Mason Singh","mason.singh.cand@public.local","support","Customer Support Specialist","0.83","0.96"
"Isabella Singh","isabella.singh.cand@public.local","technical","Software Engineer","0.88","1"
"Lucas Singh","lucas.singh.cand@public.local","technical","Software Engineer","0.1","0.89"
"Mia Singh","mia.singh.cand@public.local","technical","Software Engineer","0.09","0.86"
"Ethan Singh","ethan.singh.cand@public.local","management","Operations Manager","0.44","0.54"
"Amelia Singh","amelia.singh.cand@public.local","IT","IT Specialist","0.39","0.51"
"James Singh","james.singh.cand@public.local","IT","IT Specialist","0.87","0.94"
"Harper Singh","harper.singh.cand@public.local","IT","IT Specialist","0.74","0.99"
"Benjamin Singh","benjamin.singh.cand@public.local","IT","IT Specialist","0.1","0.95"
"Evelyn Singh","evelyn.singh.cand@public.local","IT","IT Specialist","0.74","0.82"
"Elijah Singh","elijah.singh.cand@public.local","product_mng","Product Analyst","0.75","0.99"
"Abigail Singh","abigail.singh.cand@public.local","product_mng","Product Analyst","0.41","0.56"
"Daniel Singh","daniel.singh.cand@public.local","product_mng","Product Analyst","0.41","0.45"
"Ella Singh","ella.singh.cand@public.local","product_mng","Product Analyst","0.09","0.9"
"Aarav Martinez","aarav.martinez.cand@public.local","IT","IT Specialist","0.09","0.8"
"Olivia Martinez","olivia.martinez.cand@public.local","accounting","Business Associate","0.39","0.57"
"Noah Martinez","noah.martinez.cand@public.local","accounting","Business Associate","0.4","0.56"
"Emma Martinez","emma.martinez.cand@public.local","hr","HR Generalist","0.37","0.54"
"Liam Martinez","liam.martinez.cand@public.local","hr","HR Generalist","0.1","0.84"
"Sophia Martinez","sophia.martinez.cand@public.local","hr","HR Generalist","0.43","0.51"
"Mason Martinez","mason.martinez.cand@public.local","marketing","Growth Marketing Specialist","0.75","0.85"
"Isabella Martinez","isabella.martinez.cand@public.local","sales","Account Executive","0.37","0.56"
"Lucas Martinez","lucas.martinez.cand@public.local","accounting","Business Associate","0.11","0.85"
"Mia Martinez","mia.martinez.cand@public.local","support","Customer Support Specialist","0.45","0.45"
"Ethan Martinez","ethan.martinez.cand@public.local","technical","Software Engineer","0.87","1"
"Amelia Martinez","amelia.martinez.cand@public.local","management","Operations Manager","0.11","0.94"
"James Martinez","james.martinez.cand@public.local","marketing","Growth Marketing Specialist","0.45","0.54"
"Harper Martinez","harper.martinez.cand@public.local","marketing","Growth Marketing Specialist","0.81","0.87"
"Benjamin Martinez","benjamin.martinez.cand@public.local","marketing","Growth Marketing Specialist","0.77","0.91"
"Evelyn Martinez","evelyn.martinez.cand@public.local","sales","Account Executive","0.89","0.92"
"Elijah Martinez","elijah.martinez.cand@public.local","sales","Account Executive","0.43","0.49"
"Abigail Martinez","abigail.martinez.cand@public.local","sales","Account Executive","0.78","1"
"Daniel Martinez","daniel.martinez.cand@public.local","sales","Account Executive","0.37","0.47"
"Ella Martinez","ella.martinez.cand@public.local","sales","Account Executive","0.37","0.5"
"Aarav Walker","aarav.walker.cand@public.local","sales","Account Executive","0.85","0.82"
"Olivia Walker","olivia.walker.cand@public.local","sales","Account Executive","0.41","0.47"
"Noah Walker","noah.walker.cand@public.local","sales","Account Executive","0.11","0.96"
"Emma Walker","emma.walker.cand@public.local","sales","Account Executive","0.75","0.99"
"Liam Walker","liam.walker.cand@public.local","sales","Account Executive","0.82","0.85"
"Sophia Walker","sophia.walker.cand@public.local","sales","Account Executive","0.79","1"
"Mason Walker","mason.walker.cand@public.local","sales","Account Executive","0.43","0.53"
"Isabella Walker","isabella.walker.cand@public.local","sales","Account Executive","0.1","0.9"
"Lucas Walker","lucas.walker.cand@public.local","sales","Account Executive","0.46","0.48"
"Mia Walker","mia.walker.cand@public.local","sales","Account Executive","0.43","0.57"
"Ethan Walker","ethan.walker.cand@public.local","sales","Account Executive","0.43","0.55"
